Elapsed time,ECG,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,Abdomen_5
'0:08.537',-0.037,-0.011,-0.007,-0.012,-0.019,-0.022
'0:08.538',-0.035,-0.011,-0.012,-0.019,-0.03,-0.036
'0:08.539',-0.031,-0.01,-0.016,-0.025,-0.041,-0.049
'0:08.540',-0.032,-0.011,-0.02,-0.031,-0.048,-0.062
'0:08.541',-0.031,-0.013,-0.023,-0.034,-0.054,-0.071
'0:08.542',-0.03,-0.017,-0.026,-0.037,-0.057,-0.076
'0:08.543',-0.029,-0.021,-0.027,-0.037,-0.057,-0.078
'0:08.544',-0.025,-0.024,-0.026,-0.034,-0.052,-0.074
'0:08.545',-0.022,-0.026,-0.024,-0.031,-0.045,-0.066
'0:08.546',-0.02,-0.029,-0.02,-0.024,-0.035,-0.054
'0:08.547',-0.02,-0.03,-0.015,-0.017,-0.023,-0.039
'0:08.548',-0.02,-0.032,-0.011,-0.011,-0.012,-0.024
'0:08.549',-0.022,-0.034,-0.008,-0.008,-0.004,-0.011
'0:08.550',-0.022,-0.035,-0.006,-0.006,0.002,-0.001
'0:08.551',-0.02,-0.035,-0.005,-0.004,0.005,0.007
'0:08.552',-0.017,-0.035,-0.005,-0.004,0.006,0.011
'0:08.553',-0.016,-0.034,-0.005,-0.005,0.005,0.011
'0:08.554',-0.017,-0.033,-0.007,-0.008,0,0.009
'0:08.555',-0.015,-0.035,-0.012,-0.014,-0.008,0.001
'0:08.556',-0.013,-0.036,-0.019,-0.021,-0.018,-0.01
'0:08.557',-0.017,-0.035,-0.025,-0.028,-0.029,-0.022
'0:08.558',-0.02,-0.035,-0.027,-0.034,-0.038,-0.036
'0:08.559',-0.021,-0.031,-0.029,-0.037,-0.046,-0.048
'0:08.560',-0.026,-0.026,-0.029,-0.039,-0.05,-0.057
'0:08.561',-0.027,-0.024,-0.028,-0.039,-0.052,-0.063
'0:08.562',-0.025,-0.021,-0.026,-0.037,-0.051,-0.064
'0:08.563',-0.022,-0.019,-0.024,-0.034,-0.05,-0.063
'0:08.564',-0.022,-0.017,-0.021,-0.031,-0.043,-0.059
'0:08.565',-0.023,-0.016,-0.015,-0.025,-0.036,-0.052
'0:08.566',-0.022,-0.017,-0.01,-0.019,-0.025,-0.042
'0:08.567',-0.015,-0.017,-0.006,-0.012,-0.015,-0.029
'0:08.568',-0.015,-0.019,-0.003,-0.007,-0.006,-0.016
'0:08.569',-0.02,-0.022,-0.001,-0.003,0.001,-0.003
'0:08.570',-0.018,-0.023,0,0.001,0.007,0.008
'0:08.571',-0.017,-0.023,0.001,0.003,0.011,0.016
'0:08.572',-0.017,-0.02,0.002,0.006,0.012,0.021
'0:08.573',-0.02,-0.017,0.003,0.007,0.012,0.022
'0:08.574',-0.024,-0.013,0.002,0.005,0.009,0.02
'0:08.575',-0.027,-0.011,-0.001,0.001,0.002,0.012
'0:08.576',-0.028,-0.01,-0.006,-0.006,-0.006,0.001
'0:08.577',-0.027,-0.007,-0.01,-0.014,-0.016,-0.015
'0:08.578',-0.021,-0.004,-0.013,-0.021,-0.026,-0.03
'0:08.579',-0.014,-0.003,-0.015,-0.025,-0.036,-0.043
'0:08.580',-0.013,-0.002,-0.016,-0.03,-0.043,-0.055
'0:08.581',-0.016,-0.003,-0.017,-0.031,-0.048,-0.063
'0:08.582',-0.017,-0.008,-0.018,-0.034,-0.051,-0.068
'0:08.583',-0.016,-0.014,-0.02,-0.033,-0.05,-0.068
'0:08.584',-0.017,-0.02,-0.017,-0.031,-0.047,-0.065
'0:08.585',-0.022,-0.026,-0.016,-0.026,-0.039,-0.059
'0:08.586',-0.027,-0.029,-0.013,-0.019,-0.029,-0.047
'0:08.587',-0.026,-0.032,-0.01,-0.011,-0.019,-0.035
'0:08.588',-0.025,-0.033,-0.007,-0.005,-0.008,-0.021
'0:08.589',-0.025,-0.033,-0.005,0.002,0.001,-0.008
'0:08.590',-0.025,-0.032,-0.001,0.007,0.008,0.002
'0:08.591',-0.025,-0.028,0.005,0.012,0.015,0.01
'0:08.592',-0.025,-0.021,0.011,0.017,0.019,0.016
'0:08.593',-0.03,-0.014,0.017,0.023,0.021,0.017
'0:08.594',-0.036,-0.007,0.021,0.025,0.02,0.016
'0:08.595',-0.035,0.001,0.023,0.025,0.016,0.011
'0:08.596',-0.038,0.006,0.024,0.024,0.01,0.001
'0:08.597',-0.048,0.012,0.022,0.021,0.002,-0.011
'0:08.598',-0.052,0.017,0.022,0.017,-0.006,-0.026
'0:08.599',-0.051,0.021,0.022,0.014,-0.012,-0.039
'0:08.600',-0.05,0.023,0.022,0.011,-0.019,-0.05
'0:08.601',-0.054,0.024,0.022,0.006,-0.022,-0.06
'0:08.602',-0.059,0.022,0.02,0.002,-0.026,-0.066
'0:08.603',-0.062,0.018,0.017,-0.002,-0.029,-0.068
'0:08.604',-0.062,0.012,0.013,-0.006,-0.031,-0.069
'0:08.605',-0.069,0.005,0.008,-0.01,-0.032,-0.067
'0:08.606',-0.074,-0.003,0.001,-0.016,-0.034,-0.063
'0:08.607',-0.076,-0.013,-0.007,-0.022,-0.036,-0.059
'0:08.608',-0.082,-0.024,-0.019,-0.03,-0.04,-0.056
'0:08.609',-0.087,-0.036,-0.031,-0.039,-0.045,-0.054
'0:08.610',-0.09,-0.047,-0.046,-0.051,-0.052,-0.054
'0:08.611',-0.089,-0.058,-0.06,-0.063,-0.062,-0.058
'0:08.612',-0.089,-0.068,-0.076,-0.077,-0.073,-0.063
'0:08.613',-0.092,-0.076,-0.092,-0.091,-0.084,-0.071
'0:08.614',-0.095,-0.084,-0.107,-0.104,-0.096,-0.081
'0:08.615',-0.091,-0.088,-0.12,-0.115,-0.106,-0.091
'0:08.616',-0.086,-0.089,-0.127,-0.122,-0.114,-0.101
'0:08.617',-0.085,-0.085,-0.129,-0.123,-0.12,-0.11
'0:08.618',-0.089,-0.077,-0.124,-0.119,-0.119,-0.117
'0:08.619',-0.091,-0.066,-0.113,-0.11,-0.113,-0.12
'0:08.620',-0.09,-0.052,-0.099,-0.096,-0.104,-0.12
'0:08.621',-0.087,-0.04,-0.083,-0.081,-0.092,-0.115
'0:08.622',-0.087,-0.028,-0.067,-0.065,-0.079,-0.109
'0:08.623',-0.085,-0.019,-0.052,-0.05,-0.065,-0.1
'0:08.624',-0.084,-0.011,-0.038,-0.036,-0.051,-0.089
'0:08.625',-0.086,-0.003,-0.023,-0.023,-0.036,-0.074
'0:08.626',-0.083,0.002,-0.009,-0.01,-0.02,-0.056
'0:08.627',-0.076,0.005,0.005,0.004,-0.004,-0.037
'0:08.628',-0.076,0.006,0.017,0.016,0.012,-0.016
'0:08.629',-0.08,0.006,0.028,0.028,0.026,0.001
'0:08.630',-0.081,0.004,0.035,0.036,0.036,0.016
'0:08.631',-0.079,0.004,0.041,0.042,0.042,0.026
'0:08.632',-0.078,0.006,0.045,0.046,0.046,0.03
'0:08.633',-0.081,0.009,0.047,0.047,0.046,0.031
'0:08.634',-0.081,0.012,0.046,0.045,0.042,0.026
'0:08.635',-0.074,0.015,0.043,0.037,0.034,0.017
'0:08.636',-0.068,0.016,0.037,0.028,0.022,0.004
'0:08.637',-0.07,0.017,0.031,0.018,0.009,-0.012
'0:08.638',-0.072,0.017,0.025,0.008,-0.005,-0.029
'0:08.639',-0.073,0.018,0.02,-0.003,-0.018,-0.046
'0:08.640',-0.072,0.017,0.014,-0.011,-0.028,-0.061
'0:08.641',-0.073,0.016,0.01,-0.018,-0.037,-0.073
'0:08.642',-0.073,0.013,0.006,-0.024,-0.041,-0.08
'0:08.643',-0.072,0.011,0.005,-0.025,-0.042,-0.082
'0:08.644',-0.068,0.011,0.006,-0.022,-0.04,-0.078
'0:08.645',-0.066,0.011,0.01,-0.016,-0.032,-0.069
'0:08.646',-0.066,0.012,0.015,-0.008,-0.022,-0.057
'0:08.647',-0.064,0.012,0.02,0,-0.011,-0.041
'0:08.648',-0.06,0.01,0.022,0.008,0,-0.026
'0:08.649',-0.059,0.008,0.025,0.012,0.009,-0.011
'0:08.650',-0.056,0.008,0.027,0.016,0.017,0.002
'0:08.651',-0.056,0.008,0.029,0.019,0.022,0.012
'0:08.652',-0.054,0.011,0.032,0.02,0.024,0.018
'0:08.653',-0.051,0.014,0.032,0.02,0.024,0.021
'0:08.654',-0.052,0.016,0.031,0.018,0.021,0.02
'0:08.655',-0.049,0.017,0.028,0.013,0.016,0.012
'0:08.656',-0.046,0.016,0.023,0.006,0.007,0.003
'0:08.657',-0.05,0.016,0.018,-0.001,-0.003,-0.01
'0:08.658',-0.052,0.016,0.014,-0.008,-0.013,-0.023
'0:08.659',-0.049,0.016,0.011,-0.012,-0.021,-0.036
'0:08.660',-0.047,0.017,0.008,-0.017,-0.028,-0.047
'0:08.661',-0.045,0.018,0.006,-0.021,-0.032,-0.056
'0:08.662',-0.045,0.017,0.005,-0.022,-0.034,-0.062
'0:08.663',-0.042,0.016,0.005,-0.021,-0.032,-0.063
'0:08.664',-0.045,0.016,0.007,-0.018,-0.028,-0.06
'0:08.665',-0.052,0.016,0.011,-0.012,-0.021,-0.052
'0:08.666',-0.054,0.017,0.017,-0.005,-0.011,-0.041
'0:08.667',-0.05,0.019,0.023,0.003,-0.001,-0.027
'0:08.668',-0.046,0.019,0.027,0.011,0.009,-0.014
'0:08.669',-0.047,0.019,0.032,0.016,0.016,-0.001
'0:08.670',-0.049,0.019,0.034,0.019,0.021,0.007
'0:08.671',-0.045,0.017,0.033,0.019,0.021,0.01
'0:08.672',-0.04,0.016,0.031,0.016,0.018,0.006
'0:08.673',-0.039,0.012,0.024,0.01,0.009,-0.003
'0:08.674',-0.033,0.006,0.014,-0.001,-0.003,-0.018
'0:08.675',-0.02,-0.003,0.001,-0.014,-0.019,-0.039
'0:08.676',0.002,-0.011,-0.013,-0.03,-0.038,-0.061
'0:08.677',0.021,-0.021,-0.027,-0.045,-0.058,-0.085
'0:08.678',0.04,-0.03,-0.041,-0.06,-0.076,-0.107
'0:08.679',0.062,-0.038,-0.052,-0.073,-0.093,-0.126
'0:08.680',0.084,-0.047,-0.064,-0.086,-0.106,-0.14
'0:08.681',0.106,-0.059,-0.076,-0.096,-0.115,-0.15
'0:08.682',0.138,-0.071,-0.086,-0.104,-0.12,-0.153
'0:08.683',0.18,-0.083,-0.095,-0.11,-0.121,-0.151
'0:08.684',0.223,-0.095,-0.101,-0.111,-0.118,-0.142
'0:08.685',0.27,-0.106,-0.105,-0.11,-0.108,-0.126
'0:08.686',0.327,-0.115,-0.105,-0.102,-0.093,-0.101
'0:08.687',0.389,-0.123,-0.103,-0.093,-0.073,-0.068
'0:08.688',0.449,-0.131,-0.101,-0.081,-0.048,-0.029
'0:08.689',0.514,-0.138,-0.097,-0.07,-0.022,0.015
'0:08.690',0.589,-0.146,-0.094,-0.056,0.005,0.06
'0:08.691',0.663,-0.15,-0.09,-0.041,0.032,0.106
'0:08.692',0.729,-0.153,-0.086,-0.028,0.06,0.152
'0:08.693',0.788,-0.155,-0.082,-0.014,0.086,0.196
'0:08.694',0.845,-0.157,-0.079,-0.001,0.11,0.237
'0:08.695',0.893,-0.157,-0.077,0.01,0.132,0.274
'0:08.696',0.926,-0.157,-0.074,0.02,0.152,0.307
'0:08.697',0.963,-0.153,-0.069,0.031,0.171,0.337
'0:08.698',1.013,-0.146,-0.06,0.045,0.191,0.364
'0:08.699',1.052,-0.136,-0.048,0.06,0.212,0.39
'0:08.700',1.076,-0.124,-0.034,0.077,0.234,0.415
'0:08.701',1.105,-0.111,-0.02,0.095,0.253,0.437
'0:08.702',1.138,-0.1,-0.006,0.11,0.272,0.456
'0:08.703',1.167,-0.09,0.006,0.122,0.288,0.472
'0:08.704',1.178,-0.081,0.017,0.135,0.301,0.484
'0:08.705',1.171,-0.072,0.028,0.145,0.312,0.494
'0:08.706',1.161,-0.064,0.037,0.155,0.322,0.504
'0:08.707',1.141,-0.056,0.048,0.163,0.33,0.513
'0:08.708',1.095,-0.046,0.057,0.171,0.337,0.517
'0:08.709',1.033,-0.038,0.067,0.177,0.34,0.517
'0:08.710',0.965,-0.026,0.076,0.181,0.338,0.509
'0:08.711',0.891,-0.012,0.084,0.182,0.331,0.492
'0:08.712',0.809,0.004,0.092,0.18,0.316,0.466
'0:08.713',0.705,0.022,0.099,0.174,0.296,0.43
'0:08.714',0.567,0.04,0.104,0.165,0.271,0.386
'0:08.715',0.427,0.062,0.108,0.155,0.242,0.337
'0:08.716',0.319,0.084,0.115,0.146,0.214,0.287
'0:08.717',0.245,0.109,0.122,0.139,0.187,0.237
'0:08.718',0.182,0.133,0.131,0.134,0.163,0.192
'0:08.719',0.117,0.156,0.139,0.131,0.142,0.153
'0:08.720',0.047,0.171,0.145,0.127,0.126,0.12
'0:08.721',-0.015,0.177,0.146,0.121,0.111,0.094
'0:08.722',-0.07,0.176,0.143,0.113,0.098,0.073
'0:08.723',-0.136,0.168,0.138,0.104,0.087,0.058
'0:08.724',-0.201,0.155,0.13,0.096,0.078,0.047
'0:08.725',-0.256,0.14,0.124,0.09,0.073,0.042
'0:08.726',-0.285,0.124,0.118,0.085,0.071,0.041
'0:08.727',-0.3,0.109,0.112,0.082,0.072,0.045
'0:08.728',-0.319,0.094,0.106,0.079,0.073,0.05
'0:08.729',-0.331,0.079,0.098,0.076,0.073,0.056
'0:08.730',-0.328,0.066,0.09,0.07,0.071,0.061
'0:08.731',-0.317,0.056,0.083,0.065,0.069,0.063
'0:08.732',-0.284,0.045,0.074,0.058,0.063,0.063
'0:08.733',-0.231,0.038,0.066,0.049,0.055,0.058
'0:08.734',-0.172,0.029,0.054,0.038,0.044,0.047
'0:08.735',-0.115,0.022,0.042,0.025,0.029,0.032
'0:08.736',-0.065,0.016,0.029,0.011,0.013,0.013
'0:08.737',-0.037,0.012,0.018,-0.002,-0.002,-0.006
'0:08.738',-0.026,0.01,0.01,-0.012,-0.017,-0.025
'0:08.739',-0.025,0.01,0.005,-0.018,-0.028,-0.041
'0:08.740',-0.021,0.011,0.001,-0.023,-0.036,-0.054
'0:08.741',-0.015,0.011,-0.002,-0.026,-0.041,-0.063
'0:08.742',-0.008,0.011,-0.002,-0.028,-0.044,-0.069
'0:08.743',-0.003,0.01,-0.002,-0.028,-0.044,-0.071
'0:08.744',-0.005,0.01,-0.001,-0.026,-0.041,-0.068
'0:08.745',-0.012,0.01,0.003,-0.023,-0.036,-0.06
'0:08.746',-0.018,0.011,0.007,-0.016,-0.027,-0.049
'0:08.747',-0.02,0.012,0.011,-0.011,-0.017,-0.035
'0:08.748',-0.024,0.011,0.015,-0.005,-0.008,-0.02
'0:08.749',-0.03,0.01,0.016,-0.001,0.001,-0.006
'0:08.750',-0.037,0.008,0.017,0.001,0.007,0.006
'0:08.751',-0.048,0.008,0.017,0.003,0.011,0.013
'0:08.752',-0.056,0.009,0.017,0.004,0.011,0.017
'0:08.753',-0.058,0.01,0.016,0.003,0.009,0.016
'0:08.754',-0.052,0.01,0.014,-0.001,0.005,0.011
'0:08.755',-0.044,0.01,0.011,-0.006,-0.004,0.001
'0:08.756',-0.045,0.01,0.006,-0.012,-0.012,-0.011
'0:08.757',-0.053,0.011,0.002,-0.017,-0.023,-0.025
'0:08.758',-0.057,0.013,0,-0.022,-0.032,-0.039
'0:08.759',-0.059,0.015,-0.002,-0.025,-0.04,-0.052
'0:08.760',-0.06,0.016,-0.004,-0.027,-0.046,-0.061
'0:08.761',-0.059,0.017,-0.005,-0.029,-0.051,-0.068
'0:08.762',-0.059,0.016,-0.006,-0.029,-0.052,-0.072
'0:08.763',-0.057,0.014,-0.006,-0.029,-0.051,-0.071
'0:08.764',-0.056,0.013,-0.005,-0.025,-0.047,-0.068
'0:08.765',-0.057,0.011,-0.001,-0.019,-0.04,-0.061
'0:08.766',-0.059,0.01,0.002,-0.011,-0.031,-0.049
'0:08.767',-0.06,0.008,0.006,-0.004,-0.02,-0.036
'0:08.768',-0.06,0.006,0.007,0.003,-0.011,-0.021
'0:08.769',-0.06,0.002,0.009,0.007,-0.003,-0.007
'0:08.770',-0.058,-0.002,0.008,0.01,0.002,0.002
'0:08.771',-0.06,-0.005,0.007,0.01,0.006,0.01
'0:08.772',-0.064,-0.006,0.006,0.011,0.006,0.013
'0:08.773',-0.067,-0.006,0.005,0.009,0.005,0.011
'0:08.774',-0.068,-0.006,0.001,0.006,-0.001,0.005
'0:08.775',-0.065,-0.006,-0.003,0,-0.008,-0.005
'0:08.776',-0.06,-0.005,-0.008,-0.006,-0.019,-0.02
'0:08.777',-0.057,-0.004,-0.013,-0.014,-0.03,-0.036
'0:08.778',-0.051,-0.003,-0.016,-0.019,-0.04,-0.051
'0:08.779',-0.05,0,-0.02,-0.025,-0.049,-0.064
'0:08.780',-0.051,0.002,-0.021,-0.028,-0.054,-0.074
'0:08.781',-0.05,0.003,-0.022,-0.03,-0.058,-0.082
'0:08.782',-0.051,0.003,-0.022,-0.03,-0.058,-0.086
'0:08.783',-0.051,0.003,-0.022,-0.03,-0.057,-0.085
'0:08.784',-0.049,0.003,-0.02,-0.026,-0.052,-0.081
'0:08.785',-0.05,0.003,-0.015,-0.021,-0.046,-0.073
'0:08.786',-0.053,0.003,-0.009,-0.014,-0.035,-0.061
'0:08.787',-0.05,0.004,-0.003,-0.006,-0.025,-0.045
'0:08.788',-0.047,0.003,0.001,0.001,-0.013,-0.03
'0:08.789',-0.046,0.001,0.004,0.007,-0.003,-0.016
'0:08.790',-0.048,-0.001,0.005,0.011,0.004,-0.005
'0:08.791',-0.049,-0.003,0.006,0.015,0.008,0.004
'0:08.792',-0.049,-0.003,0.006,0.017,0.009,0.009
'0:08.793',-0.051,-0.003,0.005,0.016,0.008,0.009
'0:08.794',-0.054,-0.002,0.002,0.014,0.002,0.005
'0:08.795',-0.055,-0.001,-0.002,0.009,-0.006,-0.003
'0:08.796',-0.059,-0.001,-0.006,0.003,-0.016,-0.016
'0:08.797',-0.062,0,-0.011,-0.004,-0.028,-0.03
'0:08.798',-0.06,0.003,-0.015,-0.011,-0.037,-0.044
'0:08.799',-0.057,0.006,-0.016,-0.015,-0.045,-0.058
'0:08.800',-0.056,0.008,-0.016,-0.019,-0.05,-0.069
'0:08.801',-0.059,0.008,-0.017,-0.022,-0.052,-0.077
'0:08.802',-0.059,0.007,-0.018,-0.023,-0.052,-0.082
'0:08.803',-0.054,0.004,-0.018,-0.023,-0.051,-0.083
'0:08.804',-0.052,0.002,-0.015,-0.021,-0.046,-0.079
'0:08.805',-0.052,0,-0.011,-0.014,-0.038,-0.07
'0:08.806',-0.047,-0.001,-0.007,-0.007,-0.027,-0.057
'0:08.807',-0.049,-0.002,-0.002,0.001,-0.016,-0.042
'0:08.808',-0.055,-0.004,0.002,0.008,-0.005,-0.026
'0:08.809',-0.056,-0.005,0.005,0.012,0.004,-0.012
'0:08.810',-0.052,-0.007,0.006,0.016,0.01,0
'0:08.811',-0.05,-0.007,0.007,0.017,0.014,0.009
'0:08.812',-0.046,-0.006,0.007,0.019,0.015,0.014
'0:08.813',-0.047,-0.004,0.006,0.017,0.014,0.015
'0:08.814',-0.042,-0.002,0.003,0.016,0.009,0.011
'0:08.815',-0.033,-0.001,-0.002,0.011,0.001,0.005
'0:08.816',-0.03,-0.001,-0.007,0.005,-0.009,-0.007
'0:08.817',-0.031,0.001,-0.011,-0.001,-0.019,-0.021
'0:08.818',-0.034,0.003,-0.015,-0.005,-0.029,-0.035
'0:08.819',-0.036,0.005,-0.017,-0.008,-0.036,-0.048
'0:08.820',-0.037,0.008,-0.017,-0.01,-0.041,-0.059
'0:08.821',-0.038,0.011,-0.016,-0.01,-0.043,-0.068
'0:08.822',-0.04,0.013,-0.015,-0.01,-0.043,-0.071
'0:08.823',-0.04,0.015,-0.012,-0.007,-0.04,-0.071
'0:08.824',-0.037,0.016,-0.007,-0.003,-0.034,-0.066
'0:08.825',-0.036,0.017,-0.001,0.003,-0.026,-0.057
'0:08.826',-0.036,0.018,0.005,0.011,-0.015,-0.044
'0:08.827',-0.032,0.018,0.01,0.019,-0.004,-0.029
'0:08.828',-0.031,0.017,0.014,0.025,0.006,-0.016
'0:08.829',-0.031,0.014,0.015,0.029,0.013,-0.002
'0:08.830',-0.031,0.011,0.015,0.031,0.019,0.008
'0:08.831',-0.031,0.01,0.015,0.033,0.023,0.016
'0:08.832',-0.029,0.01,0.015,0.033,0.026,0.021
'0:08.833',-0.028,0.011,0.015,0.033,0.025,0.023
'0:08.834',-0.03,0.012,0.012,0.031,0.022,0.021
'0:08.835',-0.026,0.013,0.009,0.026,0.016,0.014
'0:08.836',-0.022,0.013,0.005,0.02,0.007,0.004
'0:08.837',-0.025,0.013,0.001,0.014,-0.003,-0.009
'0:08.838',-0.02,0.015,-0.001,0.008,-0.013,-0.022
'0:08.839',-0.014,0.017,-0.003,0.003,-0.022,-0.034
'0:08.840',-0.011,0.019,-0.004,-0.001,-0.026,-0.044
'0:08.841',-0.009,0.021,-0.004,-0.003,-0.029,-0.051
'0:08.842',-0.01,0.021,-0.002,-0.003,-0.029,-0.054
'0:08.843',-0.01,0.022,-0.001,-0.001,-0.027,-0.054
'0:08.844',-0.007,0.023,0.001,0.003,-0.022,-0.048
'0:08.845',-0.005,0.024,0.006,0.009,-0.014,-0.04
'0:08.846',-0.002,0.026,0.011,0.016,-0.004,-0.026
'0:08.847',-0.002,0.028,0.017,0.024,0.008,-0.011
'0:08.848',-0.005,0.027,0.021,0.031,0.019,0.006
'0:08.849',-0.005,0.028,0.025,0.036,0.028,0.021
'0:08.850',-0.001,0.029,0.027,0.041,0.036,0.033
'0:08.851',0.002,0.031,0.03,0.045,0.041,0.042
'0:08.852',0.006,0.034,0.032,0.047,0.044,0.047
'0:08.853',0.005,0.037,0.032,0.047,0.043,0.047
'0:08.854',0.002,0.038,0.029,0.046,0.039,0.042
'0:08.855',0.007,0.036,0.025,0.041,0.031,0.033
'0:08.856',0.013,0.033,0.02,0.035,0.021,0.02
'0:08.857',0.014,0.031,0.015,0.028,0.01,0.004
'0:08.858',0.014,0.028,0.011,0.021,0,-0.012
'0:08.859',0.015,0.026,0.007,0.016,-0.008,-0.025
'0:08.860',0.015,0.022,0.006,0.012,-0.014,-0.036
'0:08.861',0.017,0.019,0.004,0.01,-0.018,-0.042
'0:08.862',0.017,0.016,0.002,0.008,-0.02,-0.044
'0:08.863',0.017,0.014,0.002,0.009,-0.018,-0.043
'0:08.864',0.02,0.013,0.003,0.011,-0.013,-0.037
'0:08.865',0.02,0.013,0.006,0.016,-0.005,-0.027
'0:08.866',0.025,0.013,0.011,0.022,0.005,-0.015
'0:08.867',0.03,0.013,0.015,0.03,0.016,-0.001
'0:08.868',0.029,0.012,0.02,0.036,0.026,0.015
'0:08.869',0.03,0.009,0.022,0.041,0.035,0.029
'0:08.870',0.034,0.006,0.025,0.046,0.041,0.041
'0:08.871',0.036,0.004,0.026,0.048,0.045,0.049
'0:08.872',0.035,0.002,0.026,0.051,0.048,0.054
'0:08.873',0.03,0.001,0.026,0.05,0.047,0.056
'0:08.874',0.03,0.001,0.022,0.048,0.044,0.051
'0:08.875',0.036,0.002,0.019,0.043,0.038,0.042
'0:08.876',0.041,0.003,0.015,0.037,0.029,0.029
'0:08.877',0.04,0.004,0.01,0.03,0.018,0.015
'0:08.878',0.038,0.006,0.006,0.024,0.008,0.001
'0:08.879',0.041,0.008,0.004,0.019,0.001,-0.012
'0:08.880',0.046,0.01,0.001,0.016,-0.006,-0.022
'0:08.881',0.049,0.01,0,0.014,-0.009,-0.029
'0:08.882',0.05,0.008,-0.001,0.013,-0.011,-0.032
'0:08.883',0.055,0.006,-0.001,0.014,-0.009,-0.034
'0:08.884',0.057,0.004,0.001,0.016,-0.006,-0.029
'0:08.885',0.057,0.003,0.005,0.021,0.001,-0.022
'0:08.886',0.06,0.003,0.009,0.028,0.009,-0.01
'0:08.887',0.065,0.001,0.013,0.034,0.019,0.005
'0:08.888',0.063,-0.001,0.016,0.039,0.029,0.02
'0:08.889',0.062,-0.003,0.019,0.044,0.038,0.034
'0:08.890',0.065,-0.003,0.021,0.046,0.044,0.046
'0:08.891',0.07,-0.003,0.024,0.048,0.048,0.054
'0:08.892',0.073,-0.001,0.025,0.048,0.05,0.059
'0:08.893',0.075,0,0.025,0.046,0.048,0.06
'0:08.894',0.076,0.001,0.022,0.042,0.044,0.058
'0:08.895',0.083,0.001,0.017,0.037,0.038,0.052
'0:08.896',0.086,-0.001,0.011,0.032,0.029,0.043
'0:08.897',0.083,-0.001,0.005,0.025,0.021,0.032
'0:08.898',0.085,-0.001,0,0.019,0.012,0.02
'0:08.899',0.09,-0.001,-0.004,0.015,0.006,0.009
'0:08.900',0.088,-0.001,-0.007,0.012,0.001,0
'0:08.901',0.084,-0.001,-0.009,0.01,-0.003,-0.008
'0:08.902',0.084,-0.002,-0.01,0.009,-0.005,-0.012
'0:08.903',0.087,-0.003,-0.008,0.01,-0.004,-0.012
'0:08.904',0.089,-0.003,-0.005,0.014,0.001,-0.007
'0:08.905',0.087,-0.001,0.002,0.021,0.009,0.002
'0:08.906',0.087,0.001,0.009,0.03,0.021,0.016
'0:08.907',0.089,0.002,0.016,0.038,0.033,0.031
'0:08.908',0.089,0.003,0.021,0.046,0.045,0.049
'0:08.909',0.091,0.003,0.024,0.052,0.055,0.063
'0:08.910',0.094,0.003,0.026,0.056,0.062,0.076
'0:08.911',0.097,0.002,0.027,0.058,0.067,0.085
'0:08.912',0.101,0.002,0.026,0.059,0.07,0.09
'0:08.913',0.102,0.002,0.025,0.057,0.069,0.09
'0:08.914',0.104,0.001,0.021,0.054,0.065,0.087
'0:08.915',0.113,0.001,0.015,0.048,0.058,0.079
'0:08.916',0.117,-0.001,0.01,0.04,0.048,0.068
'0:08.917',0.118,-0.001,0.004,0.033,0.036,0.053
'0:08.918',0.122,-0.001,-0.001,0.026,0.026,0.038
'0:08.919',0.129,0,-0.003,0.021,0.018,0.025
'0:08.920',0.135,0.001,-0.006,0.017,0.012,0.015
'0:08.921',0.143,0,-0.008,0.016,0.01,0.009
'0:08.922',0.147,-0.002,-0.009,0.014,0.011,0.007
'0:08.923',0.156,-0.004,-0.008,0.016,0.015,0.012
'0:08.924',0.165,-0.004,-0.005,0.02,0.022,0.02
'0:08.925',0.168,-0.004,0,0.026,0.032,0.031
'0:08.926',0.174,-0.005,0.006,0.035,0.042,0.046
'0:08.927',0.182,-0.006,0.011,0.043,0.054,0.063
'0:08.928',0.19,-0.008,0.014,0.05,0.065,0.079
'0:08.929',0.195,-0.01,0.016,0.055,0.074,0.095
'0:08.930',0.201,-0.012,0.017,0.059,0.081,0.106
'0:08.931',0.207,-0.013,0.017,0.06,0.085,0.116
'0:08.932',0.212,-0.013,0.016,0.06,0.087,0.121
'0:08.933',0.216,-0.013,0.014,0.057,0.086,0.122
'0:08.934',0.218,-0.013,0.01,0.052,0.081,0.118
'0:08.935',0.225,-0.015,0.004,0.044,0.073,0.11
'0:08.936',0.23,-0.017,-0.003,0.034,0.061,0.098
'0:08.937',0.231,-0.017,-0.01,0.025,0.05,0.083
'0:08.938',0.232,-0.018,-0.013,0.017,0.039,0.069
'0:08.939',0.239,-0.018,-0.016,0.014,0.031,0.058
'0:08.940',0.245,-0.017,-0.017,0.012,0.027,0.049
'0:08.941',0.249,-0.018,-0.018,0.012,0.025,0.044
'0:08.942',0.249,-0.019,-0.019,0.012,0.025,0.042
'0:08.943',0.252,-0.021,-0.02,0.013,0.028,0.045
'0:08.944',0.257,-0.022,-0.017,0.017,0.032,0.052
'0:08.945',0.259,-0.022,-0.013,0.023,0.041,0.062
'0:08.946',0.259,-0.021,-0.009,0.03,0.052,0.076
'0:08.947',0.262,-0.021,-0.004,0.038,0.063,0.093
